2011 Local Government Area Code (LGA),2011 Local Government Area Name (LGA),Usual Resident Population,Score,RankAU,DecileAU,PercentileAU,StateSTATE,RankSTATE,DecileSTATE,PercentileSTATE,Minimum score for SA1s in area,Maximum score for SA1s in area,% Usual Resident Population without a SA1 level score
54200,Kalamunda (S),53540.27394,1081.136675,545,10,97,WA,130,10,93,892.6594996,1172.021743,0.000416022
54280,Kalgoorlie/Boulder (C),31097.61181,1025.559327,458,9,82,WA,97,7,70,572.3371189,1278.253848,0
54340,Katanning (S),4183,940.660265,100,2,18,WA,19,2,14,837.1540431,1077.771574,0
54410,Kellerberrin (S),1175.999941,943.9863597,109,2,20,WA,22,2,16,895.8378136,1022.978392,0
54480,Kent (S),516,1063.753099,527,10,94,WA,121,9,87,1051.514472,1077.937616,0
54550,Kojonup (S),1974,991.9657159,334,6,60,WA,58,5,42,913.2676555,1087.369633,0
54620,Kondinin (S),1041,990.4580261,326,6,58,WA,56,5,41,867.0043509,1052.962655,0
54690,Koorda (S),434,989.9070758,322,6,57,WA,54,4,39,965.093893,1031.160895,0
54760,Kulin (S),832,1009.069699,408,8,73,WA,81,6,58,928.5160821,1070.758473,0
54830,Kwinana (T),29234,1011.744231,419,8,75,WA,86,7,62,830.3419029,1195.428663,0.020626668
54900,Lake Grace (S),1368,1017.875094,439,8,78,WA,93,7,67,935.3998985,1078.894244,0
54970,Laverton (S),1227.674186,765.2564095,32,1,6,WA,5,1,4,626.4461017,850.9185456,0.417863311
55040,Leonora (S),2506,947.0730592,118,3,21,WA,26,2,19,875.5433838,1041.706333,0.40622506
55110,Mandurah (C),69960.00598,1010.440398,414,8,74,WA,84,7,61,767.7719284,1168.316203,0.000100057
55180,Manjimup (S),9193,979.9370442,268,5,48,WA,40,3,29,846.1470612,1120.198516,0
55250,Meekatharra (S),1374,851.2778557,38,1,7,WA,8,1,6,776.1569695,890.9569855,0
55320,Melville (C),95688.001,1064.351822,530,10,94,WA,124,9,89,7.50E+02,1172.582316,1.04402E-08
55390,Menzies (S),383,664.3525911,27,1,5,WA,3,1,3,559.0515189,785.6262978,0
55460,Merredin (S),3275,985.6095838,301,6,54,WA,48,4,35,883.5099011,1115.381836,0
55530,Mingenew (S),479,975.496758,246,5,44,WA,35,3,26,893.5298748,1083.202035,0
55600,Moora (S),2478,1001.604991,377,7,67,WA,71,6,51,947.3490802,1098.876976,0
55670,Morawa (S),892,971.9183885,225,4,40,WA,34,3,25,891.411726,1078.255937,0
55740,Mosman Park (T),8599,1030.580428,476,9,85,WA,103,8,74,860.6832787,1177.738976,0
55810,Mount Magnet (S),643,880.0223852,46,1,9,WA,11,1,8,825.8228964,1134.232377,0
55880,Mount Marshall (S),478,1035.561483,487,9,87,WA,109,8,78,1033.688117,1036.744325,0
55950,Mukinbudin (S),497,1022.56722,451,8,80,WA,95,7,68,955.7163348,1086.01002,0
56020,Mullewa (S),715,952.9799806,134,3,24,WA,28,3,21,852.0549685,1072.815751,0
56090,Mundaring (S),36506.12281,1086.95937,550,10,98,WA,132,10,95,772.1484734,1201.880523,0.040287159
56160,Murchison (S),115,882.627625,48,1,9,WA,12,1,9,882.627625,882.627625,0
56230,Murray (S),14143.68742,1038.82688,494,9,88,WA,112,9,81,882.8620943,1194.66662,0.00049492
56300,Nannup (S),1267.998997,993.0286378,336,6,60,WA,59,5,43,943.0029895,1031.504677,0
56370,Narembeen (S),815,1011.71263,418,8,74,WA,85,7,61,953.6353008,1089.011409,0
56450,Narrogin (S),874,1096.185416,553,10,98,WA,133,10,96,1060.117742,1129.348475,0
56520,Narrogin (T),4226,941.6231346,104,2,19,WA,20,2,15,808.9709195,1057.534577,0
56580,Nedlands (C),20513.71118,1097.951585,554,10,99,WA,134,10,96,908.4996398,1218.702381,0.006873452
56620,Ngaanyatjarraku (S),1438.325814,615.7141153,18,1,4,WA,1,1,1,572.0240307,653.6487326,0
56730,Northam (S),10569,977.3379912,257,5,46,WA,38,3,28,827.659365,1184.73154,0
56790,Northampton (S),3188,980.0738558,269,5,48,WA,41,3,30,912.6619356,1152.884261,0
56860,Nungarin (S),231,945.8042938,114,3,21,WA,24,2,18,945.8042938,945.8042938,0
56930,Peppermint Grove (S),1523,1107.883993,559,10,99,WA,138,10,99,1046.271042,1145.430206,0
57000,Perenjori (S),906,1051.35366,516,10,92,WA,117,9,84,982.007995,1069.267957,0
57080,Perth (C),16735,939.9790982,98,2,18,WA,18,2,13,707.05966,1121.772156,0.026232447
57140,Pingelly (S),1170,946.8277929,117,3,21,WA,25,2,18,888.8173047,1070.208642,0
57210,Plantagenet (S),4883,988.410426,314,6,56,WA,52,4,38,875.1785024,1082.6758,0
57280,Port Hedland (T),15052.00206,1012.311186,421,8,75,WA,88,7,63,685.2241274,1093.223699,0.040924925
57350,Quairading (S),1042,960.3289092,161,3,29,WA,30,3,22,878.2693695,1045.071803,0
57420,Ravensthorpe (S),2123.014051,1018.275496,443,8,79,WA,94,7,68,968.3072614,1061.78532,0.001890732
57490,Rockingham (C),104075.998,1050.468195,514,10,91,WA,116,9,83,785.4145897,1245.947159,0.005034763
57560,Roebourne (S),22927.03691,1032.901941,479,9,85,WA,106,8,76,769.5531229,1156.112965,0.157632097
57630,Sandstone (S),105,954.7496919,139,3,25,WA,29,3,21,954.7496919,954.7496919,0
57700,Serpentine-Jarrahdale (S),17736.30661,1115.042928,562,10,100,WA,139,10,100,992.4394584,1220.782107,0.013362421
57770,Shark Bay (S),861.0049232,944.0915103,110,2,20,WA,23,2,17,869.3647715,1002.078975,0
57840,South Perth (C),40760.9983,1014.243242,430,8,77,WA,90,7,65,679.6935935,1156.350727,0.004710385
57910,Stirling (C),195643.999,1011.764639,420,8,75,WA,87,7,63,774.0445659,1233.151024,8.17812E-05
57980,Subiaco (C),17565.43379,994.4858928,344,7,61,WA,61,5,44,755.9387843,1123.560892,0.030685266
58050,Swan (C),108434.6121,1055.495994,522,10,93,WA,119,9,86,685.3844132,1285.793501,0.000479621
58190,Tammin (S),403.000059,986.6686592,304,6,54,WA,49,4,36,878.1545862,1061.00151,0
58260,Three Springs (S),622,965.5113745,187,4,34,WA,31,3,23,898.6950746,1080.178649,0
58330,Toodyay (S),4385,1038.374382,493,9,88,WA,111,8,80,844.1297963,1124.246617,0
58400,Trayning (S),347,948.9938484,125,3,23,WA,27,2,20,948.9938484,948.9938484,0
58470,Upper Gascoyne (S),243,740.0632358,31,1,6,WA,4,1,3,600.8587804,869.3245157,0
58510,Victoria Park (T),32437.95179,968.3930715,204,4,37,WA,32,3,23,749.4729215,1087.326264,0.014857599
58540,Victoria Plains (S),900,999.967132,369,7,66,WA,69,5,50,974.2422381,1024.505384,0
58570,Vincent (T),31562,1002.1926,380,7,68,WA,72,6,52,835.5444915,1139.076896,0
58610,Wagin (S),1846.001001,980.1694761,270,5,48,WA,42,4,31,863.7033377,1053.119781,0
58680,Wandering (S),438,1063.77965,528,10,94,WA,122,9,88,1063.77965,1063.77965,0
58760,Wanneroo (C),152140.0006,1080.222906,544,10,97,WA,129,10,93,825.5996831,1228.116417,0.000216906
58820,Waroona (S),3583,1012.407444,422,8,75,WA,89,7,64,854.7538262,1126.352396,0
58890,West Arthur (S),874,1026.003869,459,9,82,WA,98,8,71,935.4165118,1064.613202,0
59030,Westonia (S),276,1016.129312,435,8,77,WA,92,7,66,1016.129312,1016.129312,0
59100,Wickepin (S),748,985.0875,297,6,53,WA,47,4,34,889.1547317,1051.05797,0
59170,Williams (S),912,1045.387329,503,9,90,WA,114,9,82,984.0143149,1086.904367,0
59250,Wiluna (S),1154,770.6440845,34,1,7,WA,7,1,6,770.6440845,770.6440845,0.748700173
59310,Wongan-Ballidu (S),1434,983.97255,291,6,52,WA,46,4,33,900.0749592,1083.288571,0
59320,Woodanilling (S),416.9989992,1009.732651,411,8,73,WA,82,6,59,1009.732651,1009.732651,0
59330,Wyalkatchem (S),524,935.9803847,91,2,17,WA,17,2,13,887.2301591,1010.636527,0
59340,Wyndham-East Kimberley (S),7798.07428,875.2385934,44,1,8,WA,10,1,8,422.1516072,1198.990769,0.002949446
59350,Yalgoo (S),402,927.1478821,77,2,14,WA,14,2,11,927.1478821,927.1478821,0
59360,Yilgarn (S),1642,997.9684644,361,7,64,WA,65,5,47,923.6662696,1083.253891,0.231425091
59370,York (S),3379,1009.935955,413,8,74,WA,83,6,60,934.6868688,1071.379671,0
60210,Break O'Day (M),6201.847445,925.3590003,75,2,14,TAS,6,3,NA,782.7644323,1027.254971,0
60410,Brighton (M),15441.00097,919.3675325,65,2,12,TAS,4,2,NA,638.3699797,1110.208137,0
60610,Burnie (C),19316.43728,923.1605367,71,2,13,TAS,5,2,NA,615.3975063,1106.65616,0.000155308
60810,Central Coast (M),21392.62521,968.9005862,210,4,38,TAS,16,6,NA,747.2224104,1083.377466,0.001589333
61010,Central Highlands (M),2262.260309,947.2135354,120,3,22,TAS,9,4,NA,9.17E+02,1009.253173,1.56825E-06
61210,Circular Head (M),7967.006065,976.1961808,253,5,45,TAS,19,7,NA,769.3062674,1088.038404,0.001882765
61410,Clarence (C),51878.25461,994.3837143,343,7,61,TAS,27,10,NA,681.0951987,1153.059909,0.009715018
61510,Derwent Valley (M),9687.949606,948.4083388,123,3,22,TAS,10,4,NA,733.7692082,1080.146294,0.000608912
61610,Devonport (C),24594.88702,926.0361899,76,2,14,TAS,7,3,NA,665.7724054,1110.310381,0
61810,Dorset (M),6805.00125,950.752265,130,3,24,TAS,13,5,NA,825.6780225,1038.678633,0
62010,Flinders (M),770,948.4164932,124,3,22,TAS,11,4,NA,571.4419938,990.8050632,0
62210,George Town (M),6637.5683,911.530566,57,2,11,TAS,1,1,NA,754.0525549,1053.101688,0
62410,Glamorgan/Spring Bay (M),4188.109789,960.0869057,159,3,29,TAS,15,6,NA,826.3859886,1031.411749,0.000716314
62610,Glenorchy (C),44729.66653,917.5493348,63,2,12,TAS,2,1,NA,729.1212423,1080.146294,0.000961331
62810,Hobart (C),48741.4347,976.2451443,254,5,45,TAS,20,7,NA,801.7447365,1158.421707,0.00166183
63010,Huon Valley (M),15126.09509,976.1191375,250,5,45,TAS,18,7,NA,8.28E+02,1087.182001,6.43578E-06
63210,Kentish (M),6091.039734,975.0675525,242,5,43,TAS,17,6,NA,813.5909906,1062.834399,0.001313405
63410,King Island (M),1570,977.8104279,260,5,47,TAS,21,8,NA,916.1530039,1067.106897,0
63610,Kingborough (M),33895.58894,1020.948831,447,8,80,TAS,29,10,NA,824.6869338,1129.471938,0.000531043
63810,Latrobe (M),9830.448078,981.5625283,276,5,49,TAS,23,8,NA,858.7024881,1068.780027,0
64010,Launceston (C),64160.68185,927.6827457,80,2,15,TAS,8,3,NA,591.4243113,1122.117862,0.006499308
64210,Meander Valley (M),18867.38362,994.1009584,340,7,61,TAS,26,9,NA,833.3619312,1134.860141,0.000159005
64610,Northern Midlands (M),12247.72311,982.226841,281,5,50,TAS,24,9,NA,774.8371173,1132.054768,0
64810,Sorell (M),13196.77838,980.8094145,273,5,49,TAS,22,8,NA,8.47E+02,1106.406934,1.38867E-07
65010,Southern Midlands (M),6045.860081,987.3842466,309,6,55,TAS,25,9,NA,852.4353825,1060.731447,0
65210,Tasman (M),2355.001002,949.4659172,127,3,23,TAS,12,5,NA,911.2337804,1010.218969,0
65410,Waratah/Wynyard (M),13693.55666,954.7572355,140,3,25,TAS,14,5,NA,806.002284,1063.092787,0.000219081
65610,West Coast (M),4682,918.4466954,64,2,12,TAS,3,2,NA,821.0550973,1021.068814,0
65810,West Tamar (M),21835.79439,1009.625236,410,8,73,TAS,28,10,NA,777.3635593,1134.860141,0.000274778
70200,Alice Springs (T),25181,987.8709745,312,6,56,NT,13,8,NA,564.9249077,1158.043958,0.007465947
70420,Barkly (S),6820,712.0021985,30,1,6,NT,9,6,NA,438.2279854,969.4621002,0.055571848
70540,Belyuen (S),181,560.3783049,7,1,2,NT,2,2,NA,560.3783049,560.3783049,0
70620,Central Desert (S),3736,613.8885882,16,1,3,NT,6,4,NA,490.6814026,891.4372757,0.072537473
70700,Coomalie (S),1111,890.8164014,50,1,9,NT,10,6,NA,824.2806022,927.7045,0
71000,Darwin (C),72972.13585,1005.613504,395,7,70,NT,14,8,NA,403.9465444,1156.552768,0.009222632
71300,East Arnhem (S),9102.00111,553.1371341,6,1,2,NT,1,1,NA,387.3114821,960.4158988,0.024390241
72200,Katherine (T),9183.770295,919.5285508,66,2,12,NT,11,7,NA,299.9987811,1089.118634,0
72300,Litchfield (M),18999.99526,1070.924383,539,10,96,NT,17,10,NA,924.584184,1164.040743,0.047052394
72330,MacDonnell (S),5848,624.5691089,22,1,4,NT,7,4,NA,443.2774774,880.2692001,0.159541724
72800,Palmerston (C),27714,1014.882265,432,8,77,NT,16,9,NA,572.92485,1178.549706,0.001731977
73600,Roper Gulf (S),6121.228704,587.5360808,11,1,2,NT,3,2,NA,282.6284436,1009.419399,0.00081683
74050,Tiwi Islands (S),2578,589.305961,13,1,3,NT,4,3,NA,541.0257869,759.0398375,0
74500,Victoria-Daly (S),5916.636993,613.4922478,15,1,3,NT,5,3,NA,406.3454832,1001.508438,0
74560,Wagait (S),368.0014518,1011.324119,416,8,74,NT,15,9,NA,914.8346126,1011.32438,0
74660,West Arnhem (S),6223.999857,639.5544158,24,1,5,NT,8,5,NA,387.3114821,995.952924,0
79399,Unincorporated NT,7982.23048,965.6071195,188,4,34,NT,12,7,NA,637.7984885,1030.144566,0.104358002
89399,Unincorporated ACT,356526.998,1050.981458,515,10,92,ACT,1,NA,NA,568.703519,1262.849991,0.015224648
